Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
ARG-CSC-18 Up,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,POSTN;PLXNA2
Vancomycin Up,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,CDA;MMP3
Imipenem Up,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,ESM1;PDGFC
Sulfamerazine Up,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,MLPH;SSX1
Meglumine Up,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,SCG5;TTN
Chrysene Up,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,SFN;TTN
Glycidol Up,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,SPINK1;MSLN
BG-STK33-03 Up,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,POSTN;TOX
Bopindolol Up,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,RAB3B;TSPAN1
Octreotide Up,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,IL18;ANXA10
Barasertib Up,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,TAGLN;LTF
Cianidanol Up,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,KRT7;LTF
TP-0903 Up,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,SCG5;MMP9
SA-1938219 Up,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,CREB3L1;SCG5
N-Methylphenothiazine Up,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,CASP1;LTF
Carmustine Up,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,SPINK1;MAPK13
Avicin-G Up,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,MSLN;OASL
Dazoxiben Up,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,PLXNA2;SOX9
Mitoxantrone Down,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,GABRP;LTF
Wortmannin Down,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,GLIPR1;LTF
Mibefradil Down,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,EDN1;KRT7
Deguelin Down,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,MMP9;LTF
BP-897 Down,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,GDF15;SPP1
Clofibrate Down,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,CITED2;ARHGAP29
Pivmecillinam Down,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,DYSF;NUPR1
TPCA-1 Down,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,IL32;MMP3
SN-38 Down,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,GLIPR1;LPAR1
DG-041 Down,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,PRR5L;MMP9
BIBR-1532 Down,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,KRT81;BASP1
Ketoconazole Down,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,HSD17B2;LTF
Ifenprodil Down,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,SRGN;SUSD4
MLN-8054 Down,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,NUPR1;MSLN
Lypressin Down,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,BIK;BASP1
Alfadolone Down,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,IL1RL1;BASP1
SA-1459454 Down,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,SPINK1;AOX1
U-69 Down,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,SFN;SUGCT
Met-Enkephalinrf Down,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,HSD17B2;CASP1
K1448 Down,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,GABRP;MSLN
PF-477736 Down,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,NUAK1;SPP1
Tivantinib Down,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,SPINK1;KCNE4
BROAD-000068-004 Down,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,RIN2;TTN
Ibutamoren Down,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,GABRP;LTF
Indibulin Down,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,SPINK1;MME
Ingenol-Mebutate Down,2/248,0.772969152,0.791160378,0,0,0.708768873,0.182519423,TAGLN;NUPR1
Trifluoperazine Up,2/249,0.77488709,0.791160378,0,0,0.705863216,0.180021908,SPP1;NUPR1
Metformin Up,2/249,0.77488709,0.791160378,0,0,0.705863216,0.180021908,PLXNA2;FLNC
Rolipram Up,2/249,0.77488709,0.791160378,0,0,0.705863216,0.180021908,ARHGDIB;KMO
AQ-RA741 Up,2/249,0.77488709,0.791160378,0,0,0.705863216,0.180021908,POSTN;SPINK1
Methyllycaconitine Up,2/249,0.77488709,0.791160378,0,0,0.705863216,0.180021908,CALB1;MME
PCO-400 Up,2/249,0.77488709,0.791160378,0,0,0.705863216,0.180021908,SFN;SOX9
PD-98059 Up,2/249,0.77488709,0.791160378,0,0,0.705863216,0.180021908,SRGN;TAGLN
Pifithrin-Alpha Up,2/249,0.77488709,0.791160378,0,0,0.705863216,0.180021908,POSTN;LOXL1
Olmesartan-Medoxomil Up,2/249,0.77488709,0.791160378,0,0,0.705863216,0.180021908,SOX9;LTF
Amisulpride Up,2/249,0.77488709,0.791160378,0,0,0.705863216,0.180021908,PLAU;HSD17B2
Alitretinoin Up,2/249,0.77488709,0.791160378,0,0,0.705863216,0.180021908,GDF15;ANXA10
Saracatinib Up,2/249,0.77488709,0.791160378,0,0,0.705863216,0.180021908,MLPH;SPP1
AT-SUMO-1 Up,2/249,0.77488709,0.791160378,0,0,0.705863216,0.180021908,SFN;ANXA10
PCI-34051 Up,2/249,0.77488709,0.791160378,0,0,0.705863216,0.180021908,NUPR1;LTF
Caprolactam Up,2/249,0.77488709,0.791160378,0,0,0.705863216,0.180021908,SRGN;ADRB2
L-23 Up,2/249,0.77488709,0.791160378,0,0,0.705863216,0.180021908,SOX9;MMP9
Mitiglinide Up,2/249,0.77488709,0.791160378,0,0,0.705863216,0.180021908,ARHGDIB;LTF
Voglibose Up,2/249,0.77488709,0.791160378,0,0,0.705863216,0.180021908,SPINT2;MAPK13
AM-404 Down,2/249,0.77488709,0.791160378,0,0,0.705863216,0.180021908,GRB14;LTF
BAY-59-3074 Down,2/249,0.77488709,0.791160378,0,0,0.705863216,0.180021908,SRGN;BASP1
Trap-101 Down,2/249,0.77488709,0.791160378,0,0,0.705863216,0.180021908,KRT7;LTF
Dihydrosamidin Down,2/249,0.77488709,0.791160378,0,0,0.705863216,0.180021908,SPINK1;GDF15
CH-223191 Down,2/249,0.77488709,0.791160378,0,0,0.705863216,0.180021908,LPAR1;MSLN
Lonafarnib Down,2/249,0.77488709,0.791160378,0,0,0.705863216,0.180021908,CASP1;SOX9
AZ-20 Down,2/249,0.77488709,0.791160378,0,0,0.705863216,0.180021908,PCLO;SPINT2
Cdk/Crk-Inhibitor Down,2/249,0.77488709,0.791160378,0,0,0.705863216,0.180021908,SOX9;TTN
GSK-923295 Down,2/249,0.77488709,0.791160378,0,0,0.705863216,0.180021908,SPP1;NUPR1
Ledipasvir Down,2/249,0.77488709,0.791160378,0,0,0.705863216,0.180021908,ACSL5;SOX9
Olaparib Up,2/250,0.776790922,0.792654289,0,0,0.702980991,0.177561785,GDF15;TGM2
SANT-1 Up,2/250,0.776790922,0.792654289,0,0,0.702980991,0.177561785,GLIPR1;SOX9
Exemestane Up,2/250,0.776790922,0.792654289,0,0,0.702980991,0.177561785,IL32;TGM2
Chlormezanone Up,2/250,0.776790922,0.792654289,0,0,0.702980991,0.177561785,MMP3;MSLN
Colforsin-Daproate Up,2/250,0.776790922,0.792654289,0,0,0.702980991,0.177561785,MME;SCG5
PRE-084 Down,2/250,0.776790922,0.792654289,0,0,0.702980991,0.177561785,FAP;PLAU
I-BET-762 Up,1/237,0.93342533,0.942533808,0,0,0.367947269,0.025349473,GRB14
PFI-1 Up,1/237,0.93342533,0.942533808,0,0,0.367947269,0.025349473,ANXA3
GW-5074 Down,1/237,0.93342533,0.942533808,0,0,0.367947269,0.025349473,NUPR1
Linsidomine Down,1/237,0.93342533,0.942533808,0,0,0.367947269,0.025349473,BIK
MD-041 Up,1/238,0.934186621,0.942533808,0,0,0.366375996,0.02494253,RGS4
Taselisib Down,1/238,0.934186621,0.942533808,0,0,0.366375996,0.02494253,LCP1
Cytarabine Down,1/238,0.934186621,0.942533808,0,0,0.366375996,0.02494253,CITED2
MLN-9708 Down,1/238,0.934186621,0.942533808,0,0,0.366375996,0.02494253,TGM2
Cymarin Up,1/239,0.934939246,0.942533808,0,0,0.364817927,0.024542663,MMP9
Puromycin Up,1/239,0.934939246,0.942533808,0,0,0.364817927,0.024542663,NUPR1
Clofarabine Down,1/239,0.934939246,0.942533808,0,0,0.364817927,0.024542663,GABRP
Deforolimus Down,1/239,0.934939246,0.942533808,0,0,0.364817927,0.024542663,LTF
Quinoline Down,1/239,0.934939246,0.942533808,0,0,0.364817927,0.024542663,MMP3
Bromosporine Up,1/240,0.9356833,0.942533808,0,0,0.363272896,0.024149733,RGS4
Nutlin-3 Down,1/240,0.9356833,0.942533808,0,0,0.363272896,0.024149733,NUPR1
Quizartinib Down,1/240,0.9356833,0.942533808,0,0,0.363272896,0.024149733,CITED2
Tacedinaline Down,1/240,0.9356833,0.942533808,0,0,0.363272896,0.024149733,LTF
VU-0418947-2 Down,1/240,0.9356833,0.942533808,0,0,0.363272896,0.024149733,GRB14
Lomefloxacin Down,1/240,0.9356833,0.942533808,0,0,0.363272896,0.024149733,BIK
SC-144 Down,1/240,0.9356833,0.942533808,0,0,0.363272896,0.024149733,GRB14
Cinchophen Down,1/240,0.9356833,0.942533808,0,0,0.363272896,0.024149733,LTF
TG-101348 Up,1/241,0.936418883,0.942533808,0,0,0.361740741,0.02376361,BIK
Erastin Up,1/241,0.936418883,0.942533808,0,0,0.361740741,0.02376361,CALB1
L-24 Up,1/241,0.936418883,0.942533808,0,0,0.361740741,0.02376361,GLIPR1
RVX-208 Up,1/241,0.936418883,0.942533808,0,0,0.361740741,0.02376361,LTF
Pifithrin-Alpha Down,1/241,0.936418883,0.942533808,0,0,0.361740741,0.02376361,IL18
Ezetimibe Down,1/241,0.936418883,0.942533808,0,0,0.361740741,0.02376361,POSTN
FGFR3 GALANIN Down,1/241,0.936418883,0.942533808,0,0,0.361740741,0.02376361,SCG5
GDC-0941 Up,1/242,0.937146089,0.942533808,0,0,0.3602213,0.023384161,CITED2
IPI-145 Up,1/242,0.937146089,0.942533808,0,0,0.3602213,0.023384161,POSTN
Ouabain Up,1/242,0.937146089,0.942533808,0,0,0.3602213,0.023384161,MMP9
Piperlongumine Up,1/242,0.937146089,0.942533808,0,0,0.3602213,0.023384161,CITED2
SIB-1893 Up,1/242,0.937146089,0.942533808,0,0,0.3602213,0.023384161,KRT7
I-303059 Up,1/242,0.937146089,0.942533808,0,0,0.3602213,0.023384161,MMP3
Cyclizine Up,1/242,0.937146089,0.942533808,0,0,0.3602213,0.023384161,BASP1
OVE-208 Up,1/242,0.937146089,0.942533808,0,0,0.3602213,0.023384161,RIN2
Calcitriol Down,1/242,0.937146089,0.942533808,0,0,0.3602213,0.023384161,SPINK1
Digoxin Down,1/242,0.937146089,0.942533808,0,0,0.3602213,0.023384161,POSTN
Malonoben Down,1/242,0.937146089,0.942533808,0,0,0.3602213,0.023384161,CITED2
PHA-665752 Down,1/242,0.937146089,0.942533808,0,0,0.3602213,0.023384161,CITED2
Gitoxigenin Down,1/242,0.937146089,0.942533808,0,0,0.3602213,0.023384161,NUPR1
Daminozide Down,1/242,0.937146089,0.942533808,0,0,0.3602213,0.023384161,LTF
SA-242939 Down,1/242,0.937146089,0.942533808,0,0,0.3602213,0.023384161,MLPH
PP-1 Up,1/243,0.937865014,0.942533808,0,0,0.358714417,0.023011261,CASP1
MNITMT Up,1/243,0.937865014,0.942533808,0,0,0.358714417,0.023011261,HSD17B2
Bufalin Up,1/243,0.937865014,0.942533808,0,0,0.358714417,0.023011261,MMP9
Alfaxalone Up,1/243,0.937865014,0.942533808,0,0,0.358714417,0.023011261,TOX
Aminolevulinic-Acid Up,1/243,0.937865014,0.942533808,0,0,0.358714417,0.023011261,LCP1
YL-61 Up,1/243,0.937865014,0.942533808,0,0,0.358714417,0.023011261,IL18
Tobramycin Up,1/243,0.937865014,0.942533808,0,0,0.358714417,0.023011261,LTF
PF-573228 Up,1/243,0.937865014,0.942533808,0,0,0.358714417,0.023011261,KRT7
Apigenin Down,1/243,0.937865014,0.942533808,0,0,0.358714417,0.023011261,CITED2
MW-A1-12 Down,1/243,0.937865014,0.942533808,0,0,0.358714417,0.023011261,NUPR1
Pyrvinium-Pamoate Down,1/243,0.937865014,0.942533808,0,0,0.358714417,0.023011261,MMP9
tyrphostin-A9 Down,1/243,0.937865014,0.942533808,0,0,0.358714417,0.023011261,CITED2
Hexachlorophene Down,1/243,0.937865014,0.942533808,0,0,0.358714417,0.023011261,GLIPR1
Naltrindole-Hcl Down,1/243,0.937865014,0.942533808,0,0,0.358714417,0.023011261,SCG5
EMD-84 Up,1/244,0.938575751,0.942533808,0,0,0.357219936,0.022644783,POSTN
Parthenolide Up,1/244,0.938575751,0.942533808,0,0,0.357219936,0.022644783,ANXA10
NSC-632839 Up,1/244,0.938575751,0.942533808,0,0,0.357219936,0.022644783,LCP1
Penfluridol Up,1/244,0.938575751,0.942533808,0,0,0.357219936,0.022644783,SRGN
LY-364947 Up,1/244,0.938575751,0.942533808,0,0,0.357219936,0.022644783,LTF
Dicloxacillin Up,1/244,0.938575751,0.942533808,0,0,0.357219936,0.022644783,MMP9
Atracurium Up,1/244,0.938575751,0.942533808,0,0,0.357219936,0.022644783,TGM2
ST-012015 Up,1/244,0.938575751,0.942533808,0,0,0.357219936,0.022644783,IL32
RDR-01440SC Up,1/244,0.938575751,0.942533808,0,0,0.357219936,0.022644783,LPAR1
Cefoxitin Up,1/244,0.938575751,0.942533808,0,0,0.357219936,0.022644783,DYSF
Etiocholanolone Up,1/244,0.938575751,0.942533808,0,0,0.357219936,0.022644783,NAV3
Tributyltin Up,1/244,0.938575751,0.942533808,0,0,0.357219936,0.022644783,LTF
Tetranitromethane Up,1/244,0.938575751,0.942533808,0,0,0.357219936,0.022644783,KMO
CMAP-ERG-AZD2281 Up,1/244,0.938575751,0.942533808,0,0,0.357219936,0.022644783,ARHGAP29
SA-1472734 Up,1/244,0.938575751,0.942533808,0,0,0.357219936,0.022644783,PCLO
Little-Len Up,1/244,0.938575751,0.942533808,0,0,0.357219936,0.022644783,CITED2
OVE-238 Up,1/244,0.938575751,0.942533808,0,0,0.357219936,0.022644783,PCLO
PSI-7976 Up,1/244,0.938575751,0.942533808,0,0,0.357219936,0.022644783,SPP1
Enevalproate Up,1/244,0.938575751,0.942533808,0,0,0.357219936,0.022644783,HSD17B2
Oxamflatin Up,1/244,0.938575751,0.942533808,0,0,0.357219936,0.022644783,CREB3L1
Isoetharine Up,1/244,0.938575751,0.942533808,0,0,0.357219936,0.022644783,TGM2
Tiotidine Down,1/244,0.938575751,0.942533808,0,0,0.357219936,0.022644783,TSPAN1
Spiperone Down,1/244,0.938575751,0.942533808,0,0,0.357219936,0.022644783,POSTN
Primaquine Down,1/244,0.938575751,0.942533808,0,0,0.357219936,0.022644783,LTF
Kawain Down,1/244,0.938575751,0.942533808,0,0,0.357219936,0.022644783,SPINK1
CHEMBL-1222381 Down,1/244,0.938575751,0.942533808,0,0,0.357219936,0.022644783,LTF
BML-259 Down,1/244,0.938575751,0.942533808,0,0,0.357219936,0.022644783,KMO
Gossypol Down,1/244,0.938575751,0.942533808,0,0,0.357219936,0.022644783,MSLN
VU-0415533-1 Down,1/244,0.938575751,0.942533808,0,0,0.357219936,0.022644783,MAPK13
QW-BI-011 Down,1/244,0.938575751,0.942533808,0,0,0.357219936,0.022644783,SFN
1-NAPHTHYLAMINE Down,1/244,0.938575751,0.942533808,0,0,0.357219936,0.022644783,PDGFC
SA-1922257 Down,1/244,0.938575751,0.942533808,0,0,0.357219936,0.022644783,POSTN
AGN-192403 Down,1/244,0.938575751,0.942533808,0,0,0.357219936,0.022644783,SPINT2
Filanesib Down,1/244,0.938575751,0.942533808,0,0,0.357219936,0.022644783,CYP4F3
BG-1016 Down,1/244,0.938575751,0.942533808,0,0,0.357219936,0.022644783,ANXA10
BAY-11-7085 Down,1/244,0.938575751,0.942533808,0,0,0.357219936,0.022644783,NUPR1
Rupatadine Down,1/244,0.938575751,0.942533808,0,0,0.357219936,0.022644783,ANXA3
MI-2 Up,1/245,0.939278394,0.942533808,0,0,0.355737705,0.022284607,LTF
Marbofloxacin Up,1/245,0.939278394,0.942533808,0,0,0.355737705,0.022284607,ARHGDIB
RG-13022 Up,1/245,0.939278394,0.942533808,0,0,0.355737705,0.022284607,SPINT2
Pirlindole Up,1/245,0.939278394,0.942533808,0,0,0.355737705,0.022284607,TSPAN1
FK-866 Up,1/245,0.939278394,0.942533808,0,0,0.355737705,0.022284607,KRT7
Enzalutamide Up,1/245,0.939278394,0.942533808,0,0,0.355737705,0.022284607,PDGFC
ML-213 Up,1/245,0.939278394,0.942533808,0,0,0.355737705,0.022284607,SPINK1
Azithromycin Up,1/245,0.939278394,0.942533808,0,0,0.355737705,0.022284607,SPP1
Zeranol Up,1/245,0.939278394,0.942533808,0,0,0.355737705,0.022284607,SOX9
Latrunculin-B Up,1/245,0.939278394,0.942533808,0,0,0.355737705,0.022284607,GDF15
Androstanol Up,1/245,0.939278394,0.942533808,0,0,0.355737705,0.022284607,CPA4
Dyclonine Up,1/245,0.939278394,0.942533808,0,0,0.355737705,0.022284607,RGS4
LUC ALARIN Up,1/245,0.939278394,0.942533808,0,0,0.355737705,0.022284607,CITED2
SGC-CBP30 Up,1/245,0.939278394,0.942533808,0,0,0.355737705,0.022284607,SCG5
Apremilast Up,1/245,0.939278394,0.942533808,0,0,0.355737705,0.022284607,CITED2
Deferoxamine-Mesylate Up,1/245,0.939278394,0.942533808,0,0,0.355737705,0.022284607,IL32
Quipazine Down,1/245,0.939278394,0.942533808,0,0,0.355737705,0.022284607,SCG5
UGISS-451 Down,1/245,0.939278394,0.942533808,0,0,0.355737705,0.022284607,NUAK1
SA-247714 Down,1/245,0.939278394,0.942533808,0,0,0.355737705,0.022284607,LTF
Fipexide Down,1/245,0.939278394,0.942533808,0,0,0.355737705,0.022284607,CITED2
HDAC3-selective Down,1/245,0.939278394,0.942533808,0,0,0.355737705,0.022284607,GRB14
Dalargin Down,1/245,0.939278394,0.942533808,0,0,0.355737705,0.022284607,AOX1
Radicicol Up,1/246,0.939973034,0.942533808,0,0,0.354267574,0.021930612,IL1RL1
Bergenin Up,1/246,0.939973034,0.942533808,0,0,0.354267574,0.021930612,KRT81
Orteronel Up,1/246,0.939973034,0.942533808,0,0,0.354267574,0.021930612,KRT7
VER-155008 Up,1/246,0.939973034,0.942533808,0,0,0.354267574,0.021930612,IL32
Levetiracetam Up,1/246,0.939973034,0.942533808,0,0,0.354267574,0.021930612,ADRB2
Flucytosine Up,1/246,0.939973034,0.942533808,0,0,0.354267574,0.021930612,RIN2
Cefatrizine Up,1/246,0.939973034,0.942533808,0,0,0.354267574,0.021930612,GABRP
SA-1447005 Up,1/246,0.939973034,0.942533808,0,0,0.354267574,0.021930612,MMP3
GNF-2 Up,1/246,0.939973034,0.942533808,0,0,0.354267574,0.021930612,SPP1
Bimatoprost Up,1/246,0.939973034,0.942533808,0,0,0.354267574,0.021930612,PLAU
Dacarbazine Up,1/246,0.939973034,0.942533808,0,0,0.354267574,0.021930612,CASP1
Fomepizole Up,1/246,0.939973034,0.942533808,0,0,0.354267574,0.021930612,MME
Methoxamine Up,1/246,0.939973034,0.942533808,0,0,0.354267574,0.021930612,CD33
Pivampicillin Up,1/246,0.939973034,0.942533808,0,0,0.354267574,0.021930612,KRT81
Benzohydroxamic-Acid Up,1/246,0.939973034,0.942533808,0,0,0.354267574,0.021930612,PCLO
SGI-1776 Up,1/246,0.939973034,0.942533808,0,0,0.354267574,0.021930612,SPINK1
SA-1458163 Up,1/246,0.939973034,0.942533808,0,0,0.354267574,0.021930612,SPINT2
Metenkephalin Up,1/246,0.939973034,0.942533808,0,0,0.354267574,0.021930612,SCG5
Sodium-Gualenate Up,1/246,0.939973034,0.942533808,0,0,0.354267574,0.021930612,RIN2
Cyclopiazonic-Acid Down,1/246,0.939973034,0.942533808,0,0,0.354267574,0.021930612,ARHGAP29
ZM-336372 Down,1/246,0.939973034,0.942533808,0,0,0.354267574,0.021930612,MMP3
VU-0418939-2 Down,1/246,0.939973034,0.942533808,0,0,0.354267574,0.021930612,LTF
Olopatadine Down,1/246,0.939973034,0.942533808,0,0,0.354267574,0.021930612,HSD17B2
Givinostat Down,1/246,0.939973034,0.942533808,0,0,0.354267574,0.021930612,SLCO1B3
SD-8-006 Down,1/246,0.939973034,0.942533808,0,0,0.354267574,0.021930612,ANXA10
Theophylline Down,1/246,0.939973034,0.942533808,0,0,0.354267574,0.021930612,MLPH
Colchicine Down,1/246,0.939973034,0.942533808,0,0,0.354267574,0.021930612,CYP4F3
Haloprogin Down,1/246,0.939973034,0.942533808,0,0,0.354267574,0.021930612,SCG5
Z-221560030 Down,1/246,0.939973034,0.942533808,0,0,0.354267574,0.021930612,SFN
Purpurogallin Down,1/246,0.939973034,0.942533808,0,0,0.354267574,0.021930612,FAP
Idoxuridin Down,1/246,0.939973034,0.942533808,0,0,0.354267574,0.021930612,ARHGAP29
BGT-226 Down,1/246,0.939973034,0.942533808,0,0,0.354267574,0.021930612,GLIPR1
VU-0238429 Down,1/246,0.939973034,0.942533808,0,0,0.354267574,0.021930612,RGS4
RG-7388 Down,1/246,0.939973034,0.942533808,0,0,0.354267574,0.021930612,LTF
Baicalin Down,1/246,0.939973034,0.942533808,0,0,0.354267574,0.021930612,KCNE4
Evoxine Up,1/247,0.940659761,0.942533808,0,0,0.352809395,0.021582683,CYP4F3
Deracoxib Up,1/247,0.940659761,0.942533808,0,0,0.352809395,0.021582683,IL32
FG-7142 Up,1/247,0.940659761,0.942533808,0,0,0.352809395,0.021582683,SRGN
Niridazole Up,1/247,0.940659761,0.942533808,0,0,0.352809395,0.021582683,SCG5
PRIMA1 Up,1/247,0.940659761,0.942533808,0,0,0.352809395,0.021582683,RIN2
SJB-AF-2 Up,1/247,0.940659761,0.942533808,0,0,0.352809395,0.021582683,NUPR1
SD-6-035-A8 Up,1/247,0.940659761,0.942533808,0,0,0.352809395,0.021582683,SPINK1
Roxithromycin Up,1/247,0.940659761,0.942533808,0,0,0.352809395,0.021582683,BIK
Gentamycin-Sulfate Up,1/247,0.940659761,0.942533808,0,0,0.352809395,0.021582683,CDA
JQ-1-R Up,1/247,0.940659761,0.942533808,0,0,0.352809395,0.021582683,IL1RL1
Cinepazide Up,1/247,0.940659761,0.942533808,0,0,0.352809395,0.021582683,MMP3
Nocodazole Down,1/247,0.940659761,0.942533808,0,0,0.352809395,0.021582683,SPINK1
SB-225002 Down,1/247,0.940659761,0.942533808,0,0,0.352809395,0.021582683,SPINK1
Iodophenpropit Down,1/247,0.940659761,0.942533808,0,0,0.352809395,0.021582683,POSTN
SB-334867 Down,1/247,0.940659761,0.942533808,0,0,0.352809395,0.021582683,SRGN
FGIN-1-43 Down,1/247,0.940659761,0.942533808,0,0,0.352809395,0.021582683,CITED2
Rhodomyrtoxin-B Down,1/247,0.940659761,0.942533808,0,0,0.352809395,0.021582683,RGS4
VU-0413243-1 Down,1/247,0.940659761,0.942533808,0,0,0.352809395,0.021582683,GRB14
XL-147 Down,1/247,0.940659761,0.942533808,0,0,0.352809395,0.021582683,SPINK1
SA-1017940 Down,1/247,0.940659761,0.942533808,0,0,0.352809395,0.021582683,LTF
Eucatropine Down,1/247,0.940659761,0.942533808,0,0,0.352809395,0.021582683,ANXA3
Rigosertib Down,1/247,0.940659761,0.942533808,0,0,0.352809395,0.021582683,GDF15
SKF-83959 Down,1/247,0.940659761,0.942533808,0,0,0.352809395,0.021582683,CASP1
Atorvastatin Up,1/248,0.941338667,0.942533808,0,0,0.351363023,0.021240704,CREB3L1
GR-32191 Up,1/248,0.941338667,0.942533808,0,0,0.351363023,0.021240704,HSD17B2
SCH-442416 Up,1/248,0.941338667,0.942533808,0,0,0.351363023,0.021240704,MSLN
Tocainide Up,1/248,0.941338667,0.942533808,0,0,0.351363023,0.021240704,SUSD4
Tubacin Up,1/248,0.941338667,0.942533808,0,0,0.351363023,0.021240704,ARHGAP29
JPR-3-97-17 Up,1/248,0.941338667,0.942533808,0,0,0.351363023,0.021240704,SOX9
SA-427543 Up,1/248,0.941338667,0.942533808,0,0,0.351363023,0.021240704,ARHGAP29
Nalidixic-Acid Up,1/248,0.941338667,0.942533808,0,0,0.351363023,0.021240704,SRGN
Chrysenequinone Up,1/248,0.941338667,0.942533808,0,0,0.351363023,0.021240704,SRGN
Paromomycin Up,1/248,0.941338667,0.942533808,0,0,0.351363023,0.021240704,BIK
Cyclopentene Up,1/248,0.941338667,0.942533808,0,0,0.351363023,0.021240704,SPINK1
Ticagrelor Up,1/248,0.941338667,0.942533808,0,0,0.351363023,0.021240704,MMP9
Oxetane Up,1/248,0.941338667,0.942533808,0,0,0.351363023,0.021240704,POSTN
Efatutazone Up,1/248,0.941338667,0.942533808,0,0,0.351363023,0.021240704,MME
Bavisant Up,1/248,0.941338667,0.942533808,0,0,0.351363023,0.021240704,SCG5
Bisindolylmaleimide-Ix Down,1/248,0.941338667,0.942533808,0,0,0.351363023,0.021240704,RIN2
Oxibendazole Down,1/248,0.941338667,0.942533808,0,0,0.351363023,0.021240704,CYP4F3
Docetaxel Down,1/248,0.941338667,0.942533808,0,0,0.351363023,0.021240704,SPINK1
BIX-01338 Down,1/248,0.941338667,0.942533808,0,0,0.351363023,0.021240704,IL32
JNJ-26481585 Down,1/248,0.941338667,0.942533808,0,0,0.351363023,0.021240704,FSTL1
SA-422830 Down,1/248,0.941338667,0.942533808,0,0,0.351363023,0.021240704,MMP3
Prilocaine Down,1/248,0.941338667,0.942533808,0,0,0.351363023,0.021240704,SPINK1
SA-1459172 Down,1/248,0.941338667,0.942533808,0,0,0.351363023,0.021240704,SCG5
SA-97378 Down,1/248,0.941338667,0.942533808,0,0,0.351363023,0.021240704,SCG5
SA-97343 Down,1/248,0.941338667,0.942533808,0,0,0.351363023,0.021240704,CITED2
