Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
Ajmaline Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,GLIPR1;CAV1;RAC2;KRT7;LOXL1
Gallopamil Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,IL1B;MAGEB2;TNFAIP3;NR0B1;LTF
4-P-PDOT Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,GRB14;SLCO1B3;NAV2;AREG;LTF
AMG-208 Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CA12;SPINK1;TNFAIP3;SOX9;LTF
S-ruxolitinib Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,RGS4;SRGN;GLIPR1;STC2;IL1B
Carglumic-Acid Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,SRGN;SPINK1;ARHGDIB;SCG5;ARHGAP29
Cordycepin Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,SRGN;SPINK1;TRIM29;SFN;ITM2A
Fomocaine Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,SEMA5A;POSTN;NAV2;CXCL14;DCLK1
Ethylenediaminetetraacetic-Acid Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,POSTN;MMP3;ARHGAP29;SFN;ANXA10
Almorexant Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,IL32;POSTN;SCG5;KRT7;SPINT2
Choline-Alfoscerate Up,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,SRGN;POSTN;KRT7;SOX9;LTF
Fluphenazine Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,RELN;CYP24A1;KRT7;SLAMF7;LGR5
Trifluoperazine Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,GLIPR1;CYP24A1;KRT7;SLAMF7;F3
Chelidonine Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,SPINK1;KCNE4;STC2;NUPR1;ITM2A
Amitriptyline Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,SRGN;CDH11;TNFAIP3;ITM2A;AREG
Ziprasidone Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CYP24A1;TRIM29;TNFAIP3;SFN;AREG
Hydrastinine Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,STC2;LPAR1;DIO2;NUPR1;CXCL14
NPC-15199 Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CA12;C5AR1;LY96;FBXL7;LTF
Ryanodine Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,SRGN;BASP1;CAV1;KRT7;TNFAIP3
Ciglitazone Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,SPINK1;NAV3;CITED2;NUPR1;DCLK1
Betulinic-Acid Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,TRIM29;GDF15;RAC2;KRT7;LTF
SU-4312 Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,IL6;ANXA3;EPB41L3;ITM2A;F3
CGK-733 Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CPA3;BASP1;CAV1;DIO2;FBXL7
SSR-69071 Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CPA3;ARHGDIB;CDH11;ARHGAP29;FSTL1
Tiabendazole Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,GDF15;CAV1;ARHGAP29;NAV2;ITM2A
SB-334867 Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,SRGN;DUSP8;IL7R;AREG;CXCL14
Fenoterol Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,IL32;STC2;PKP2;AREG;CXCL14
Asiatic-Acid Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,THBD;GDF15;HSD17B2;AOX1;AREG
Irbesartan Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,SRGN;MME;S1PR1;ARHGAP29;AOX1
Tadalafil Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,IL1B;DIO2;SFN;SOX9;F3
Phenolphthalein Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,SPINK1;ARHGAP29;AOX1;ITM2A;DCLK1
Purvalanol-A Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CDH6;RELN;TRIM29;ARHGDIB;SFN
Methoxsalen Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,SEMA5A;TRIM29;KRT7;TNFAIP3;SFN
FGIN-1-43 Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CITED2;CAV1;NAV2;LGR5;SH3GL2
MBCQ Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CDH6;SRGN;BASP1;EPB41L3;P3H2
PTB1 Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,SRGN;TRIM29;KCNE4;LY96;CXCL14
PF-3845 Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,SPINK1;CITED2;EPB41L3;IL18;NAV2
KO-143 Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,SPINK1;TRIM29;TNFAIP3;SFN;CXCL14
KU-C103875 Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CPA3;ARHGAP29;IL7R;FSTL1;FOSL2
Zalcitabine Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,NAV3;CITED2;C5AR1;ARHGAP29;AREG
Urapidil Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,PLAU;TNFAIP3;AOX1;NR0B1;ANXA10
TFMPP Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CA12;CALB1;P3H2;LY96;FOSL2
Epothilone-A Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,POSTN;GDF15;STC2;KRT7;LY96
Droxinostat Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,POSTN;TRIM29;SLAMF7;LTF;MAPK13
Acetohexamide Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,SRGN;BASP1;MMP3;FSTL1;CXCL14
Kanamycin Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,SPINK1;GRB14;DIO2;CXCL14;LTF
Butirosin Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CAV1;KRT7;NR0B1;ITM2A;FOSL2
Pranoprofen Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,IL32;POSTN;TIE1;P3H2;CXCL14
Eucatropine Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,SNAPC1;ANXA3;IL7R;KCNK1;AREG
Etidronic-Acid Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CPA3;KRT81;ALCAM;CAV1;IL18
DMBA Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CPA3;POSTN;CITED2;NUPR1;LTF
Aramite Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,KRT81;SPINK1;BASP1;SOX9;ITM2A
Beta-Naphthoflavone Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,POSTN;CITED2;KRT7;SOX9;LTF
Ficz Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,POSTN;FAP;CITED2;SOX9;ITM2A
2-NITROPROPANE Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,KRT81;PLAU;IL1B;ANXA10;ITM2A
DAC-009 Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,TRIM29;SCG5;KRT7;SFN;SOX9
SA-1459002 Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CDA;ANXA3;WWC1;SLAMF7;AREG
AZD-9291 Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,RELN;P3H2;SOX9;LGR5;LTF
GALR3 FBS Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,ALCAM;HSD17B2;P3H2;MAGEB2;MAPK13
BG-STK33-03 Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,ALCAM;NAV3;PLAU;ANXA10;SPINT2
CLINDAMYCIN-PO4 Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,MME;CITED2;PLAU;EPB41L3;ARHGAP29
Novobiocin-Na Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,SRGN;SNAPC1;STC2;NUPR1;DCLK1
Pantothenic-Acid Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,SRGN;ALCAM;KRT7;TNFAIP3;AREG
OTS-167 Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,KRT81;IL6;ANXA3;GDF15;LTF
EPZ-020411 Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,POSTN;SCG5;NAV2;ITM2A;AREG
N-MPPP Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,ALCAM;BASP1;MMP3;NUPR1;AREG
DMH1 Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,RGS4;POSTN;SPINK1;LPAR1;TFCP2L1
UNC-2250 Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,POSTN;IL6;BASP1;EPB41L3;F3
AZ-960 Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,EVI2A;P3H2;LPAR1;ARHGAP29;FSTL1
4-mu-8C Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CA12;IL32;TRIM29;SFN;CXCL14
Glasdegib Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,GLIPR1;SPINK1;PRR5L;TFCP2L1;CXCL14
VU-0155069 Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,ANXA3;MAGEB2;KRT7;F3;FOSL2
Defactinib Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,MME;TRIM29;C5AR1;ITM2A;F3
Ripazepam Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CA12;PCLO;GRB14;STC2;IL7R
SA-427069 Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CA12;ESM1;POSTN;ARHGDIB;P3H2
SA-1921574 Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,SPINK1;DIO2;ANXA10;AREG;HBEGF
BG-1015 Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,ANXA3;GDF15;C5AR1;AREG;CXCL14
BG-1024 Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CPA3;TRIM29;EPB41L3;CXCL14;LTF
2-Phenylmelatonin Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,IL32;SRGN;ITM2A;AREG;CXCL14
Dipyrocetyl Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,SRGN;EVI2A;GDF15;NUPR1;NAV2
SKF-38393 Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,RELN;SPINK1;AOX1;AREG;F3
Silydianin Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,FAP;TRIM29;EPB41L3;MMP3;KRT7
JMW-MITF1 Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,POSTN;ANXA3;KCNE4;NUPR1;ITM2A
Mubritinib Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,GLIPR1;TRIM29;RAC2;KRT7;LTF
Favipiravir Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,SNAPC1;CITED2;ITM2A;FSTL1;LTF
Nafamostat Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,GDF15;KCNE4;IL18;SCG5;CXCL14
Pasireotide Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,THBD;CAV1;ARHGAP29;AREG;F3
Dipraglurant Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,CA12;SPINK1;HSD17B2;KRT7;ANXA10
Telatinib Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,IL32;CAV1;PKP2;NUPR1;ITM2A
Safingol Down,5/247,0.312930614,0.387419452,0,0,1.36279591,1.583260575,RELN;GDF15;SCG5;PKP2;CXCL14
Thioridazine Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,EVI2A;FAP;LY96;NUPR1;CXCL14
Piretanide Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,C5AR1;LPAR1;SCG5;CXCL14;DCLK1
Xaliproden Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,KRT81;EVI2A;FAP;SLCO1B3;LPAR1
Linoleamide Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,SEMA5A;LPAR1;LCP1;ITM2A;CXCL14
CP-93129 Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,POSTN;IL6;ANXA3;KRT7;F3
Naftifine Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,SPINK1;FAP;PKP2;LCP1;CXCL14
Tyrphostin Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,NAV3;C5AR1;LPAR1;IL7R;F3
Nadolol Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,ALCAM;CALB1;MME;LGR5;CXCL14
Benzydamine Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,IL32;ALCAM;NAV2;LGR5;DCLK1
Ciprofibrate Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,SEMA5A;PTGFR;SPINK1;CITED2;EPB41L3
Methyllidocaine Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,ALCAM;CAV1;TNFAIP3;NR0B1;MYOM2
SB-431542 Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,CA12;CALB1;CAV1;ITM2A;LTF
Tropisetron Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,CA12;CDA;WWC1;SERPINE1;CXCL14
L-701252 Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,CA12;ANXA3;KRT7;ARHGAP29;CXCL14
Loperamide Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,SPINK1;MME;BASP1;ARHGAP29;NUPR1
Naloxone Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,ALCAM;RELN;MME;P3H2;ANXA10
Sinensetin Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,ANXA3;BASP1;PKP2;SOX9;LTF
L-741626 Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,CPA3;TRIM29;AOX1;SOX9;IL7R
BIBX-1382 Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,TRIM29;CITED2;TFEC;IL18;NUPR1
Buspirone Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,PTGFR;KRT81;LY96;AOX1;SOX9
Dioxybenzone Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,CA12;RELN;SPINK1;NAV3;CITED2
Protriptyline Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,TRIM29;ANXA3;GDF15;SPINT2;LGR5
Aristolochic-Acid Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,TRIM29;CAV1;SERPINB7;ITM2A;LTF
Mesulergine Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,IL32;RGS4;KRT81;PCLO;KRT7
Phensuximide Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,EVI2A;FAP;LPAR1;LY96;CXCL14
Minaprine Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,RGS4;POSTN;LY96;ANXA10;LTF
Tomelukast Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,SPINK1;NAV3;HSD17B2;LCP1;DCLK1
Medetomidine Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,PTPRD;SPINK1;IL7R;FOSL2;LTF
Phenothiazine Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,GLIPR1;SPINK1;CAV1;KRT7;ITM2A
Prima-1-Met Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,SPINK1;MYO10;CAV1;MAGEB2;F3
GANT-58 Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,RGS4;EVI2A;GABRA5;BDNF;PKP2
VU-0413238-1 Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,KCND3;CAV1;TIE1;AOX1;NR0B1
KU-C104256 Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,EPB41L3;ARHGDIB;DIO2;SOX9;ITM2A
MW-A1-14 Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,CDH6;CPA3;PLAU;P3H2;LY96
FR-180204 Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,SRGN;POSTN;STC2;ARHGDIB;CXCL14
IOX-1 Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,RGS4;STC2;C5AR1;MMP3;ITM2A
Deferiprone Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,GDF15;CDH11;SOX9;NAV2;CXCL14
Honokiol Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,CA12;ARHGDIB;ARHGAP29;CXCL14;DCLK1
Montelukast Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,CDA;EVI2A;P3H2;ITM2A;SH3GL2
ST-4039884 Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,THBD;SPINK1;LPAR1;AREG;CXCL14
JFD02227 Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,KRT81;TRIM29;HSD17B2;ARHGDIB;CXCL14
ML-4054 Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,SRGN;SCARA3;CITED2;KCND3;BASP1
Capecitabine Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,RGS4;MME;ARHGDIB;SH3GL2;LTF
Depudecin Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,GLIPR1;ARHGDIB;CDH11;SOX9;FSTL1
EMF-sumo1-4 Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,ESM1;GRK3;CALB1;GRB14;ARHGDIB
Farnesol Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,PTPRD;RELN;CALB1;ANXA10;SH3GL2
Methapyrilene Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,CA12;CDA;POSTN;HSD17B2;DIO2
NCH-51 Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,IL32;KRT7;ARHGAP29;SOX9;ITM2A
Benzatropine Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,IL32;SPINK1;SCG5;F3;LGR5
Vigabatrin Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,SEMA5A;MME;TRIM29;LOXL1;LTF
Butenafine Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,RGS4;THBD;ALCAM;SNAPC1;LGR5
Meglumine Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,CYP24A1;TRIM29;SCG5;THSD7A;FOSL2
Felbinac Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,CA12;CDA;POSTN;ARHGAP29;CXCL14
Dimethoxane Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,CPA3;RELN;TRIM29;KRT7;F3
SA-1459002 Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,RGS4;KCNJ8;SERPINE1;ITM2A;LGR5
SA-424828 Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,IL32;POSTN;MME;CXCL14;LTF
SA-1939079 Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,SRGN;ALCAM;CAV1;SCG5;SLAMF7
PCI-29732 Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,PCLO;CYP24A1;P3H2;KRT7;LTF
Kep Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,SPINK1;HSD17B2;LY96;SOX9;DCLK1
Octreotide Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,IL6;EVI2A;IL18;ANXA10;ITM2A
Climbazole Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,HSD17B2;CDH11;P3H2;SLAMF7;CXCL14
Cilengitide Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,CPA3;THBD;MME;CDH11;SPINT2
CT-7758 Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,FAP;HSD17B2;GFRA1;SOX9;CXCL14
BW-180C Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,SRGN;RELN;MME;LPAR1;CXCL14
BMS-195614 Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,IL32;P3H2;IL7R;FOSL2;LTF
Amtolmetin-Guacil Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,CDH6;TFEC;IL18;SOX9;IL7R
Thiamylal Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,IL32;KRT7;SLAMF7;TNFAIP3;LTF
Dabigatran Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,ANXA3;BASP1;KRT7;IL7R;FOSL2
Siramesine Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,ALCAM;GDF15;PLAU;AOX1;NAV2
SA-97343 Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,POSTN;CYP24A1;PLAU;SOX9;LGR5
SA-85290 Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,SRGN;GDF15;TIE1;SFN;CXCL14
SA-1458571 Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,IL32;MME;ANXA3;NR0B1;SPINT2
SA-1939891 Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,PTPRD;SRGN;EVI2A;GRB14;MAGEB2
SA-1459849 Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,CA12;RELN;TRIM29;PKP2;CXCL14
SA-1921996 Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,RELN;STC2;LPAR1;NUPR1;CXCL14
Methoxypyruvic-Acid Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,EDN1;BASP1;ARHGDIB;THSD7A;CXCL14
Alizarin Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,TRIM29;TIE1;ARHGDIB;AREG;LTF
Phenacemide Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,ALCAM;SLCO1B3;LGR5;CXCL14;DCLK1
Clofoctol Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,POSTN;IL1B;KRT7;GFRA1;FSTL1
650 0048 7570 Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,IL32;MMP3;DIO2;PKP2;FOSL2
642 4014 9503 Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,GRB14;CAV1;KRT7;NR0B1;F3
CMAP-PRISM-1B-NR Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,SCARA3;MME;PLAU;CAV1;IL7R
VX-765 Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,CA12;PCLO;KRT7;IL7R;LTF
TH-302 Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,SRGN;SPINK1;SOX9;CXCL14;LTF
Ibutamoren Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,SRGN;ALCAM;EVI2A;PLAU;CAV1
Torcetrapib Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,PLAU;P3H2;SOX9;IL7R;FOSL2
Tagatose Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,CDA;P3H2;FSTL1;CXCL14;DCLK1
Regadenoson Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,CA12;SRGN;SCG5;IL7R;CXCL14
Cepharanthine Up,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,ALCAM;SPINK1;GDF15;BASP1;NAV2
Dinaciclib Down,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,SPINK1;TRIM29;HSD17B2;SOX9;NAV2
Procaine Down,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,CA12;CALB1;CITED2;TNFAIP3;LTF
BG-1005 Down,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,ALCAM;BASP1;SCG5;SLAMF7;FSTL1
Mibefradil Down,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,CA12;CDH6;EDN1;KRT7;HBEGF
PSB-11 Down,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,SRGN;MME;NUPR1;LGR5;FBXL7
Cinnarizine Down,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,ALCAM;EVI2A;MME;TRIM29;LTF
Mebendazole Down,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,CA12;SRGN;SPINK1;MME;ITM2A
Zatebradine Down,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,CDH11;ARHGAP29;AOX1;SOX9;HBEGF
GBR-12935 Down,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,SEMA5A;PTPRD;SPINK1;TRIM29;STC2
M-Chlorophenylbiguanide Down,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,IL6;SPINK1;LPAR1;DIO2;KRT7
Docosatrienoic-Acid Down,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,SPINK1;CALB1;SFN;F3;CXCL14
Nizatidine Down,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,IL6;RELN;GDF15;HSD17B2;NUPR1
Deguelin Down,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,KCND3;DIO2;KCNK1;ITM2A;LTF
Cephalotaxine Down,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,IL32;MME;ITM2A;AREG;CXCL14
BP-897 Down,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,THBD;SNAPC1;GDF15;F3;CXCL14
Flecainide Down,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,EDN1;SPINK1;PKP2;TNFAIP3;CXCL14
BMS-182874 Down,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,KRT81;CALB1;BASP1;NUPR1;LTF
Zonisamide Down,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,EPB41L3;HSD17B2;KRT7;ARHGAP29;CXCL14
TPCA-1 Down,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,IL32;CAV1;MMP3;TNFAIP3;NAV2
SN-38 Down,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,GLIPR1;ALCAM;MYO10;LPAR1;NAV2
DG-041 Down,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,CA12;THBD;DIO2;PRR5L;CXCL14
L-690488 Down,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,THBD;SCG5;SOX9;CXCL14;DCLK1
BIBR-1532 Down,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,KRT81;TRIM29;BASP1;EPB41L3;TFCP2L1
VU-0365118-1 Down,5/248,0.31586724,0.387419452,0,0,1.357117947,1.563987887,IL32;CPA3;KCND3;KCNE4;ITM2A
